# time      EVENT                DETAILS
---------------------------------------------
2.762   NEW_ACK             Ack=270101
2.762   TX-DATA             Seq=308061 Size=1460
2.764   NEW_ACK             Ack=271561
2.764   TX-DATA             Seq=309521 Size=1460
2.767   NEW_ACK             Ack=273021
2.767   TX-DATA             Seq=310981 Size=1460
2.769   NEW_ACK             Ack=274481
2.769   TX-DATA             Seq=312441 Size=1460
2.772   NEW_ACK             Ack=275941
2.772   TX-DATA             Seq=313901 Size=1460
2.774   NEW_ACK             Ack=277401
2.774   TX-DATA             Seq=315361 Size=1460
2.777   NEW_ACK             Ack=278861
2.777   TX-DATA             Seq=316821 Size=1460
2.779   NEW_ACK             Ack=280321
2.779   TX-DATA             Seq=318281 Size=1460
2.782   NEW_ACK             Ack=281781
2.782   TX-DATA             Seq=319741 Size=1460
2.784   NEW_ACK             Ack=283241
2.784   TX-DATA             Seq=321201 Size=1460
2.787   NEW_ACK             Ack=284701
2.787   TX-DATA             Seq=322661 Size=1460
2.789   NEW_ACK             Ack=286161
2.789   TX-DATA             Seq=324121 Size=1460
2.791   NEW_ACK             Ack=287621
2.791   TX-DATA             Seq=325581 Size=1460
2.794   NEW_ACK             Ack=289081
2.794   TX-DATA             Seq=327041 Size=1460
2.796   NEW_ACK             Ack=290541
2.796   TX-DATA             Seq=328501 Size=1460
2.799   NEW_ACK             Ack=292001
2.799   TX-DATA             Seq=329961 Size=1460
2.801   NEW_ACK             Ack=293461
2.801   TX-DATA             Seq=331421 Size=1460
2.804   NEW_ACK             Ack=294921
2.804   TX-DATA             Seq=332881 Size=1460
2.806   NEW_ACK             Ack=296381
2.806   TX-DATA             Seq=334341 Size=1460
2.809   NEW_ACK             Ack=297841
2.809   TX-DATA             Seq=335801 Size=1460
2.814   DUP_ACK             Ack=297841 dupCount=1
2.814   TX-DATA             Seq=337261 Size=1460
2.816   DUP_ACK             Ack=297841 dupCount=2
2.816   TX-DATA             Seq=338721 Size=1460
2.823   DUP_ACK             Ack=297841 dupCount=3
2.823   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
2.823   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
2.823   UPDATE              ssthresh=19710
2.823   SSTHRESH_UPDATE     old=39420 new=26280 [Cause: Triple Duplicate ACK]
2.823   TX-DATA             Seq=297841 Size=1460
2.826   DUP_ACK             Ack=297841 dupCount=4
2.826   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.826   TX-DATA             Seq=300761 Size=1460
2.828   DUP_ACK             Ack=297841 dupCount=5
2.828   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.828   TX-DATA             Seq=340181 Size=1460
2.828   TX-DATA             Seq=341641 Size=1460
2.831   DUP_ACK             Ack=297841 dupCount=6
2.831   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.831   TX-DATA             Seq=343101 Size=1460
2.833   DUP_ACK             Ack=297841 dupCount=7
2.833   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.833   TX-DATA             Seq=344561 Size=1460
2.833   TX-DATA             Seq=346021 Size=1460
2.836   DUP_ACK             Ack=297841 dupCount=8
2.836   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.836   TX-DATA             Seq=347481 Size=1460
2.838   DUP_ACK             Ack=297841 dupCount=9
2.838   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.838   TX-DATA             Seq=348941 Size=1460
2.838   TX-DATA             Seq=350401 Size=1460
2.841   DUP_ACK             Ack=297841 dupCount=10
2.841   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.841   TX-DATA             Seq=351861 Size=1460
2.843   DUP_ACK             Ack=297841 dupCount=11
2.843   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.843   TX-DATA             Seq=353321 Size=1460
2.846   DUP_ACK             Ack=297841 dupCount=12
2.846   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.846   TX-DATA             Seq=354781 Size=1460
2.846   TX-DATA             Seq=356241 Size=1460
2.848   DUP_ACK             Ack=297841 dupCount=13
2.848   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.848   TX-DATA             Seq=357701 Size=1460
2.850   DUP_ACK             Ack=297841 dupCount=14
2.850   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.850   TX-DATA             Seq=359161 Size=1460
2.850   TX-DATA             Seq=360621 Size=1460
2.853   DUP_ACK             Ack=297841 dupCount=15
2.853   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.853   TX-DATA             Seq=362081 Size=1460
2.855   DUP_ACK             Ack=297841 dupCount=16
2.855   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.855   TX-DATA             Seq=363541 Size=1460
2.858   DUP_ACK             Ack=297841 dupCount=17
2.858   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.858   TX-DATA             Seq=365001 Size=1460
2.860   DUP_ACK             Ack=297841 dupCount=18
2.860   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.863   DUP_ACK             Ack=297841 dupCount=19
2.863   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.863   TX-DATA             Seq=366461 Size=1460
2.865   DUP_ACK             Ack=297841 dupCount=20
2.865   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.865   TX-DATA             Seq=367921 Size=1460
2.870   DUP_ACK             Ack=297841 dupCount=21
2.870   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.870   TX-DATA             Seq=369381 Size=1460
2.873   DUP_ACK             Ack=297841 dupCount=22
2.873   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.875   DUP_ACK             Ack=297841 dupCount=23
2.875   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.875   TX-DATA             Seq=329961 Size=1460
2.877   DUP_ACK             Ack=297841 dupCount=24
2.877   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.877   TX-DATA             Seq=370841 Size=1460
2.880   DUP_ACK             Ack=297841 dupCount=25
2.880   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.882   DUP_ACK             Ack=297841 dupCount=26
2.882   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=297841
2.882   TX-DATA             Seq=372301 Size=1460
2.885   NEW_ACK             Ack=300761
2.885   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
2.885   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
2.885   TX-DATA             Seq=373761 Size=1460
2.887   NEW_ACK             Ack=329961
2.887   TX-DATA             Seq=375221 Size=1460
2.890   DUP_ACK             Ack=329961 dupCount=1
2.892   DUP_ACK             Ack=329961 dupCount=2
2.892   TX-DATA             Seq=376681 Size=1460
2.895   DUP_ACK             Ack=329961 dupCount=3
2.895   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
2.895   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
2.895   UPDATE              ssthresh=18630
2.895   TX-DATA             Seq=378141 Size=1460
2.897   DUP_ACK             Ack=329961 dupCount=4
2.897   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.899   DUP_ACK             Ack=329961 dupCount=5
2.899   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.899   TX-DATA             Seq=379601 Size=1460
2.902   DUP_ACK             Ack=329961 dupCount=6
2.902   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.902   TX-DATA             Seq=381061 Size=1460
2.904   DUP_ACK             Ack=329961 dupCount=7
2.904   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.904   TX-DATA             Seq=382521 Size=1460
2.907   DUP_ACK             Ack=329961 dupCount=8
2.907   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.909   DUP_ACK             Ack=329961 dupCount=9
2.909   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.909   TX-DATA             Seq=383981 Size=1460
2.912   DUP_ACK             Ack=329961 dupCount=10
2.912   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.912   TX-DATA             Seq=385441 Size=1460
2.914   DUP_ACK             Ack=329961 dupCount=11
2.914   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.914   TX-DATA             Seq=386901 Size=1460
2.917   DUP_ACK             Ack=329961 dupCount=12
2.917   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.919   DUP_ACK             Ack=329961 dupCount=13
2.919   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.919   TX-DATA             Seq=388361 Size=1460
2.922   DUP_ACK             Ack=329961 dupCount=14
2.922   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.922   TX-DATA             Seq=389821 Size=1460
2.924   DUP_ACK             Ack=329961 dupCount=15
2.924   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.927   DUP_ACK             Ack=329961 dupCount=16
2.927   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.927   TX-DATA             Seq=391281 Size=1460
2.929   DUP_ACK             Ack=329961 dupCount=17
2.929   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.929   TX-DATA             Seq=392741 Size=1460
2.931   DUP_ACK             Ack=329961 dupCount=18
2.931   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.931   TX-DATA             Seq=394201 Size=1460
2.934   DUP_ACK             Ack=329961 dupCount=19
2.934   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.936   DUP_ACK             Ack=329961 dupCount=20
2.936   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.936   TX-DATA             Seq=395661 Size=1460
2.939   DUP_ACK             Ack=329961 dupCount=21
2.939   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=329961
2.939   TX-DATA             Seq=397121 Size=1460
2.941   NEW_ACK             Ack=370841
2.941   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
2.941   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
2.944   NEW_ACK             Ack=372301
2.944   TX-DATA             Seq=398581 Size=1460
2.946   NEW_ACK             Ack=373761
2.946   TX-DATA             Seq=400041 Size=1460
2.949   NEW_ACK             Ack=375221
2.949   TX-DATA             Seq=401501 Size=1460
2.951   NEW_ACK             Ack=376681
2.951   TX-DATA             Seq=402961 Size=1460
2.954   NEW_ACK             Ack=378141
2.954   TX-DATA             Seq=404421 Size=1460
2.956   NEW_ACK             Ack=379601
2.956   TX-DATA             Seq=405881 Size=1460
2.958   NEW_ACK             Ack=381061
2.958   TX-DATA             Seq=407341 Size=1460
2.961   NEW_ACK             Ack=382521
2.961   TX-DATA             Seq=408801 Size=1460
2.963   NEW_ACK             Ack=383981
2.963   TX-DATA             Seq=410261 Size=1460
2.966   NEW_ACK             Ack=385441
2.966   TX-DATA             Seq=411721 Size=1460
2.968   NEW_ACK             Ack=386901
2.968   TX-DATA             Seq=413181 Size=1460
2.971   NEW_ACK             Ack=388361
2.971   TX-DATA             Seq=414641 Size=1460
2.973   NEW_ACK             Ack=389821
2.973   TX-DATA             Seq=416101 Size=1460
2.976   NEW_ACK             Ack=391281
2.976   TX-DATA             Seq=417561 Size=1460
2.978   NEW_ACK             Ack=392741
2.978   TX-DATA             Seq=419021 Size=1460
2.981   NEW_ACK             Ack=394201
2.981   TX-DATA             Seq=420481 Size=1460
2.983   NEW_ACK             Ack=395661
2.983   TX-DATA             Seq=421941 Size=1460
2.985   NEW_ACK             Ack=397121
2.985   TX-DATA             Seq=423401 Size=1460
2.988   NEW_ACK             Ack=398581
2.988   TX-DATA             Seq=424861 Size=1460
2.990   NEW_ACK             Ack=400041
2.990   TX-DATA             Seq=426321 Size=1460
2.993   NEW_ACK             Ack=401501
2.993   TX-DATA             Seq=427781 Size=1460
2.995   NEW_ACK             Ack=402961
2.995   TX-DATA             Seq=429241 Size=1460
2.998   NEW_ACK             Ack=404421
2.998   TX-DATA             Seq=430701 Size=1460
3.000   NEW_ACK             Ack=405881
3.000   TX-DATA             Seq=432161 Size=1460
3.003   NEW_ACK             Ack=407341
3.003   TX-DATA             Seq=433621 Size=1460
3.005   NEW_ACK             Ack=408801
3.005   TX-DATA             Seq=435081 Size=1460
3.008   NEW_ACK             Ack=410261
3.008   TX-DATA             Seq=436541 Size=1460
3.010   NEW_ACK             Ack=411721
3.010   TX-DATA             Seq=438001 Size=1460
3.013   NEW_ACK             Ack=413181
3.013   TX-DATA             Seq=439461 Size=1460
3.015   NEW_ACK             Ack=414641
3.015   TX-DATA             Seq=440921 Size=1460
3.017   NEW_ACK             Ack=416101
3.017   TX-DATA             Seq=442381 Size=1460
3.020   NEW_ACK             Ack=417561
3.020   TX-DATA             Seq=443841 Size=1460
3.022   NEW_ACK             Ack=419021
3.022   TX-DATA             Seq=445301 Size=1460
3.025   NEW_ACK             Ack=420481
3.025   TX-DATA             Seq=446761 Size=1460
3.027   NEW_ACK             Ack=421941
3.027   TX-DATA             Seq=448221 Size=1460
3.030   NEW_ACK             Ack=423401
3.030   TX-DATA             Seq=449681 Size=1460
3.032   NEW_ACK             Ack=424861
3.032   TX-DATA             Seq=451141 Size=1460
3.035   NEW_ACK             Ack=426321
3.035   TX-DATA             Seq=452601 Size=1460
3.037   NEW_ACK             Ack=427781
3.037   TX-DATA             Seq=454061 Size=1460
3.040   NEW_ACK             Ack=429241
3.040   TX-DATA             Seq=455521 Size=1460
3.042   NEW_ACK             Ack=430701
3.042   TX-DATA             Seq=456981 Size=1460
3.044   NEW_ACK             Ack=432161
3.044   TX-DATA             Seq=458441 Size=1460
3.047   NEW_ACK             Ack=433621
3.047   TX-DATA             Seq=459901 Size=1460
3.047   TX-DATA             Seq=461361 Size=1460
3.049   NEW_ACK             Ack=435081
3.049   TX-DATA             Seq=462821 Size=1460
3.052   NEW_ACK             Ack=436541
3.052   TX-DATA             Seq=464281 Size=1460
3.054   NEW_ACK             Ack=438001
3.054   TX-DATA             Seq=465741 Size=1460
3.057   NEW_ACK             Ack=439461
3.057   TX-DATA             Seq=467201 Size=1460
3.059   NEW_ACK             Ack=440921
3.059   TX-DATA             Seq=468661 Size=1460
3.062   NEW_ACK             Ack=442381
3.062   TX-DATA             Seq=470121 Size=1460
3.064   NEW_ACK             Ack=443841
3.064   TX-DATA             Seq=471581 Size=1460
3.067   NEW_ACK             Ack=445301
3.067   TX-DATA             Seq=473041 Size=1460
3.069   NEW_ACK             Ack=446761
3.069   TX-DATA             Seq=474501 Size=1460
3.072   NEW_ACK             Ack=448221
3.072   TX-DATA             Seq=475961 Size=1460
3.074   NEW_ACK             Ack=449681
3.074   TX-DATA             Seq=477421 Size=1460
3.077   NEW_ACK             Ack=451141
3.077   TX-DATA             Seq=478881 Size=1460
3.079   NEW_ACK             Ack=452601
3.079   TX-DATA             Seq=480341 Size=1460
3.081   NEW_ACK             Ack=454061
3.081   TX-DATA             Seq=481801 Size=1460
3.084   NEW_ACK             Ack=455521
3.084   TX-DATA             Seq=483261 Size=1460
3.086   NEW_ACK             Ack=456981
3.086   TX-DATA             Seq=484721 Size=1460
3.089   NEW_ACK             Ack=458441
3.089   TX-DATA             Seq=486181 Size=1460
3.091   NEW_ACK             Ack=459901
3.091   TX-DATA             Seq=487641 Size=1460
3.096   NEW_ACK             Ack=461361
3.096   TX-DATA             Seq=489101 Size=1460
3.099   NEW_ACK             Ack=462821
3.099   TX-DATA             Seq=490561 Size=1460
3.101   NEW_ACK             Ack=464281
3.101   TX-DATA             Seq=492021 Size=1460
3.104   NEW_ACK             Ack=465741
3.104   TX-DATA             Seq=493481 Size=1460
3.106   NEW_ACK             Ack=467201
3.106   TX-DATA             Seq=494941 Size=1460
3.109   NEW_ACK             Ack=468661
3.109   TX-DATA             Seq=496401 Size=1460
3.111   NEW_ACK             Ack=470121
3.111   TX-DATA             Seq=497861 Size=1460
3.113   NEW_ACK             Ack=471581
3.113   TX-DATA             Seq=499321 Size=1460
3.116   NEW_ACK             Ack=473041
3.116   TX-DATA             Seq=500781 Size=1460
3.118   NEW_ACK             Ack=474501
3.118   TX-DATA             Seq=502241 Size=1460
3.121   NEW_ACK             Ack=475961
3.121   TX-DATA             Seq=503701 Size=1460
3.123   NEW_ACK             Ack=477421
3.123   TX-DATA             Seq=505161 Size=1460
3.126   NEW_ACK             Ack=478881
3.126   TX-DATA             Seq=506621 Size=1460
3.128   NEW_ACK             Ack=480341
3.128   TX-DATA             Seq=508081 Size=1460
3.131   NEW_ACK             Ack=481801
3.131   TX-DATA             Seq=509541 Size=1460
3.133   NEW_ACK             Ack=483261
3.133   TX-DATA             Seq=511001 Size=1460
3.136   NEW_ACK             Ack=484721
3.136   TX-DATA             Seq=512461 Size=1460
3.138   NEW_ACK             Ack=486181
3.138   TX-DATA             Seq=513921 Size=1460
3.140   NEW_ACK             Ack=487641
3.140   TX-DATA             Seq=515381 Size=1460
3.140   TX-DATA             Seq=516841 Size=1460
3.143   NEW_ACK             Ack=489101
3.143   TX-DATA             Seq=518301 Size=1460
3.150   NEW_ACK             Ack=490561
3.150   TX-DATA             Seq=519761 Size=1460
3.153   NEW_ACK             Ack=492021
3.153   TX-DATA             Seq=521221 Size=1460
3.155   NEW_ACK             Ack=493481
3.155   TX-DATA             Seq=522681 Size=1460
3.158   NEW_ACK             Ack=494941
3.158   TX-DATA             Seq=524141 Size=1460
3.160   NEW_ACK             Ack=496401
3.160   TX-DATA             Seq=525601 Size=1460
3.163   NEW_ACK             Ack=497861
3.163   TX-DATA             Seq=527061 Size=1460
3.165   NEW_ACK             Ack=499321
3.165   TX-DATA             Seq=528521 Size=1460
3.168   NEW_ACK             Ack=500781
3.168   TX-DATA             Seq=529981 Size=1460
3.170   NEW_ACK             Ack=502241
3.170   TX-DATA             Seq=531441 Size=1460
3.172   NEW_ACK             Ack=503701
3.172   TX-DATA             Seq=532901 Size=1460
3.175   NEW_ACK             Ack=505161
3.175   TX-DATA             Seq=534361 Size=1460
3.177   NEW_ACK             Ack=506621
3.177   TX-DATA             Seq=535821 Size=1460
3.180   NEW_ACK             Ack=508081
3.180   TX-DATA             Seq=537281 Size=1460
3.182   NEW_ACK             Ack=509541
3.182   TX-DATA             Seq=538741 Size=1460
3.185   NEW_ACK             Ack=511001
3.185   TX-DATA             Seq=540201 Size=1460
3.187   NEW_ACK             Ack=512461
3.187   TX-DATA             Seq=541661 Size=1460
3.190   NEW_ACK             Ack=513921
3.190   TX-DATA             Seq=543121 Size=1460
3.192   NEW_ACK             Ack=515381
3.192   TX-DATA             Seq=544581 Size=1460
3.195   NEW_ACK             Ack=516841
3.195   TX-DATA             Seq=546041 Size=1460
3.197   NEW_ACK             Ack=518301
3.197   TX-DATA             Seq=547501 Size=1460
3.199   NEW_ACK             Ack=519761
3.199   TX-DATA             Seq=548961 Size=1460
3.212   NEW_ACK             Ack=521221
3.212   TX-DATA             Seq=550421 Size=1460
3.214   NEW_ACK             Ack=522681
3.214   TX-DATA             Seq=551881 Size=1460
3.217   NEW_ACK             Ack=524141
3.217   TX-DATA             Seq=553341 Size=1460
3.219   NEW_ACK             Ack=525601
3.219   TX-DATA             Seq=554801 Size=1460
3.222   NEW_ACK             Ack=527061
3.222   TX-DATA             Seq=556261 Size=1460
3.224   NEW_ACK             Ack=528521
3.224   TX-DATA             Seq=557721 Size=1460
3.227   NEW_ACK             Ack=529981
3.227   TX-DATA             Seq=559181 Size=1460
3.229   NEW_ACK             Ack=531441
3.229   TX-DATA             Seq=560641 Size=1460
3.231   NEW_ACK             Ack=532901
3.231   TX-DATA             Seq=562101 Size=1460
3.234   NEW_ACK             Ack=534361
3.234   TX-DATA             Seq=563561 Size=1460
3.236   NEW_ACK             Ack=535821
3.236   TX-DATA             Seq=565021 Size=1460
3.239   NEW_ACK             Ack=537281
3.239   TX-DATA             Seq=566481 Size=1460
3.241   NEW_ACK             Ack=538741
3.241   TX-DATA             Seq=567941 Size=1460
3.244   NEW_ACK             Ack=540201
3.244   TX-DATA             Seq=569401 Size=1460
3.246   NEW_ACK             Ack=541661
3.246   TX-DATA             Seq=570861 Size=1460
3.249   NEW_ACK             Ack=543121
3.249   TX-DATA             Seq=572321 Size=1460
3.251   NEW_ACK             Ack=544581
3.251   TX-DATA             Seq=573781 Size=1460
3.251   TX-DATA             Seq=575241 Size=1460
3.254   NEW_ACK             Ack=546041
3.254   TX-DATA             Seq=576701 Size=1460
3.256   NEW_ACK             Ack=547501
3.256   TX-DATA             Seq=578161 Size=1460
3.258   NEW_ACK             Ack=548961
3.258   TX-DATA             Seq=579621 Size=1460
3.261   NEW_ACK             Ack=550421
3.261   TX-DATA             Seq=581081 Size=1460
3.283   NEW_ACK             Ack=551881
3.283   TX-DATA             Seq=582541 Size=1460
3.285   NEW_ACK             Ack=553341
3.285   TX-DATA             Seq=584001 Size=1460
3.288   NEW_ACK             Ack=554801
3.288   TX-DATA             Seq=585461 Size=1460
3.290   NEW_ACK             Ack=556261
3.290   TX-DATA             Seq=586921 Size=1460
3.293   NEW_ACK             Ack=557721
3.293   TX-DATA             Seq=588381 Size=1460
3.295   NEW_ACK             Ack=559181
3.295   TX-DATA             Seq=589841 Size=1460
3.298   NEW_ACK             Ack=560641
3.298   TX-DATA             Seq=591301 Size=1460
3.300   NEW_ACK             Ack=562101
3.300   TX-DATA             Seq=592761 Size=1460
3.303   NEW_ACK             Ack=563561
3.303   TX-DATA             Seq=594221 Size=1460
3.305   NEW_ACK             Ack=565021
3.305   TX-DATA             Seq=595681 Size=1460
3.308   NEW_ACK             Ack=566481
3.308   TX-DATA             Seq=597141 Size=1460
3.310   NEW_ACK             Ack=567941
3.310   TX-DATA             Seq=598601 Size=1460
3.313   NEW_ACK             Ack=569401
3.313   TX-DATA             Seq=600061 Size=1460
3.315   NEW_ACK             Ack=570861
3.315   TX-DATA             Seq=601521 Size=1460
3.317   NEW_ACK             Ack=572321
3.317   TX-DATA             Seq=602981 Size=1460
3.320   DUP_ACK             Ack=572321 dupCount=1
3.320   TX-DATA             Seq=604441 Size=1460
3.322   DUP_ACK             Ack=572321 dupCount=2
3.322   TX-DATA             Seq=605901 Size=1460
3.325   DUP_ACK             Ack=572321 dupCount=3
3.325   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
3.325   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
3.325   UPDATE              ssthresh=16060
3.325   SSTHRESH_UPDATE     old=26280 new=21900 [Cause: Triple Duplicate ACK]
3.325   TX-DATA             Seq=572321 Size=1460
3.327   DUP_ACK             Ack=572321 dupCount=4
3.327   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.327   TX-DATA             Seq=607361 Size=1460
3.327   TX-DATA             Seq=608821 Size=1460
3.330   DUP_ACK             Ack=572321 dupCount=5
3.330   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.330   TX-DATA             Seq=610281 Size=1460
3.332   DUP_ACK             Ack=572321 dupCount=6
3.332   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.332   TX-DATA             Seq=611741 Size=1460
3.332   TX-DATA             Seq=613201 Size=1460
3.359   DUP_ACK             Ack=572321 dupCount=7
3.359   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.359   TX-DATA             Seq=614661 Size=1460
3.362   DUP_ACK             Ack=572321 dupCount=8
3.362   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.362   TX-DATA             Seq=616121 Size=1460
3.362   TX-DATA             Seq=617581 Size=1460
3.364   DUP_ACK             Ack=572321 dupCount=9
3.364   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.364   TX-DATA             Seq=619041 Size=1460
3.367   DUP_ACK             Ack=572321 dupCount=10
3.367   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.367   TX-DATA             Seq=620501 Size=1460
3.367   TX-DATA             Seq=621961 Size=1460
3.369   DUP_ACK             Ack=572321 dupCount=11
3.369   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.369   TX-DATA             Seq=623421 Size=1460
3.372   DUP_ACK             Ack=572321 dupCount=12
3.372   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.372   TX-DATA             Seq=624881 Size=1460
3.372   TX-DATA             Seq=626341 Size=1460
3.374   DUP_ACK             Ack=572321 dupCount=13
3.374   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.376   DUP_ACK             Ack=572321 dupCount=14
3.376   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.376   TX-DATA             Seq=627801 Size=1460
3.379   DUP_ACK             Ack=572321 dupCount=15
3.379   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.379   TX-DATA             Seq=629261 Size=1460
3.381   DUP_ACK             Ack=572321 dupCount=16
3.381   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.381   TX-DATA             Seq=630721 Size=1460
3.384   DUP_ACK             Ack=572321 dupCount=17
3.384   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.389   DUP_ACK             Ack=572321 dupCount=18
3.389   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.389   TX-DATA             Seq=632181 Size=1460
3.391   DUP_ACK             Ack=572321 dupCount=19
3.391   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.391   TX-DATA             Seq=633641 Size=1460
3.394   DUP_ACK             Ack=572321 dupCount=20
3.394   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.394   TX-DATA             Seq=598601 Size=1460
3.396   DUP_ACK             Ack=572321 dupCount=21
3.396   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.399   DUP_ACK             Ack=572321 dupCount=22
3.399   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=572321
3.399   TX-DATA             Seq=635101 Size=1460
3.401   NEW_ACK             Ack=598601
3.401   EXIT_FAST_RECOVERY  New ACK received, leaving Fast Recovery
3.401   STATE_CHANGE        FastRecovery -> CongestionAvoidance [Reason: Recovery complete (new ACK)]
3.401   TX-DATA             Seq=636561 Size=1460
3.403   DUP_ACK             Ack=598601 dupCount=1
3.403   TX-DATA             Seq=638021 Size=1460
3.406   DUP_ACK             Ack=598601 dupCount=2
3.408   DUP_ACK             Ack=598601 dupCount=3
3.408   TRIPLE_DUP_ACK      Detected 3 duplicate ACKs -> Fast Retransmit
3.408   STATE_CHANGE        CongestionAvoidance -> FastRecovery [Reason: Triple Duplicate ACKs (Fast Retransmit)]
3.408   UPDATE              ssthresh=15877
3.408   TX-DATA             Seq=639481 Size=1460
3.435   DUP_ACK             Ack=598601 dupCount=4
3.435   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.435   TX-DATA             Seq=608821 Size=1460
3.438   DUP_ACK             Ack=598601 dupCount=5
3.438   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.438   TX-DATA             Seq=640941 Size=1460
3.440   DUP_ACK             Ack=598601 dupCount=6
3.440   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.443   DUP_ACK             Ack=598601 dupCount=7
3.443   FAST_RECOVERY_DUP   Still in Fast Recovery, Ack=598601
3.443   TX-DATA             Seq=613201 Size=1460
3.445   DUP_ACK             Ack=598601 dupCount=8
